Lat,Lon,C,Red,Green,Blue,NIR,NDVI,EVI,SAVI,RVI,Precipitation,Minimum Temp.,Maximum Temp.,DEM,Aspect,Slope,TWI,Category
-27.07555556,29.29111111,3.8,9870.46,8931.536,7972.24,13529.085,0.155,0.708,0.232,1.382,50.2,13.0,27.0,1584.456,0.943,3.859,7.505,3.0-4.0
-32.29083333,28.555,5.0,9546.233,8641.518,7627.346,14441.53,0.203,0.895,0.305,1.537,11.5,10.0,23.0,486.633,-1.853,32.423,5.718,> 4.0
-25.51611111,30.92194444,2.6,9133.766,8352.458,7627.737,13186.935,0.177,0.937,0.265,1.459,15.6,11.0,26.0,821.206,-0.563,12.66,9.074,2.0-3.0
-25.65166667,31.02638889,2.6,8952.58,8268.631,7599.773,12309.367,0.152,0.956,0.228,1.386,36.5,16.0,28.0,660.863,-0.93,3.977,6.4,2.0-3.0
-33.17194444,26.99833333,2.2,7955.368,7671.238,7060.76,12907.199,0.236,1.633,0.354,1.625,44.4,16.0,26.0,316.347,-0.921,13.213,6.07,2.0-3.0
-26.17222222,29.685,2.2,10150.787,9021.776,8001.6,13678.424,0.148,0.655,0.222,1.373,55.5,12.0,25.0,1688.959,-1.914,3.651,8.016,2.0-3.0
-26.05472222,29.48916667,1.4,9687.051,8674.288,7792.119,11972.737,0.102,0.474,0.152,1.246,55.3,12.0,25.0,1631.679,2.034,4.233,6.743,1.0-2.0
-30.29194,28.37333,27.0,9898.826,8774.8,7774.369,13311.399,0.145,0.621,0.218,1.357,94.1,15.0,28.0,1578.622,-1.055,10.847,5.457,> 4.0
-26.17916667,30.38027778,3.1,9662.507,8500.754,7575.537,13010.548,0.148,0.638,0.222,1.364,48.1,10.0,22.0,1761.18,1.193,7.055,7.5,3.0-4.0
-32.52777778,28.42138889,4.6,9449.224,8651.701,7818.414,12857.821,0.151,0.798,0.227,1.366,96.1,14.0,23.0,185.429,2.436,7.096,5.131,> 4.0
-24.93388889,31.60361111,0.9,9620.588,8654.346,7936.215,13491.965,0.163,0.85,0.245,1.436,14.1,12.0,27.0,277.345,-3.112,4.621,3.226,0.5-1.0
-24.79388889,31.34194444,2.4,9814.472,8673.277,7933.647,13076.866,0.138,0.666,0.207,1.347,16.1,12.0,27.0,439.453,-0.636,3.946,6.05,2.0-3.0
-26.24083333,30.41194444,1.6,9649.574,8544.846,7609.049,12621.011,0.133,0.575,0.199,1.323,48.2,10.0,22.0,1729.113,-0.745,3.732,7.855,1.0-2.0
-32.89472222,26.96055556,0.1,10805.858,9431.954,8193.347,13404.405,0.107,0.396,0.161,1.241,95.4,15.0,27.0,366.178,-1.453,4.112,5.543,<= 0.5
-32.79972,27.01833,12.0,10732.15,9123.356,7888.588,13966.344,0.131,0.432,0.196,1.305,65.8,17.0,29.0,453.496,2.978,3.521,7.033,> 4.0
-30.9225,28.86555556,3.2,9126.554,8515.809,7446.21,14501.349,0.22,0.996,0.33,1.608,72.2,14.0,26.0,1189.289,2.155,22.324,8.147,3.0-4.0
-26.89861111,30.40222222,4.7,9451.601,8540.107,7648.838,12902.655,0.154,0.734,0.231,1.378,58.7,14.0,26.0,1371.22,-2.874,0.388,8.118,> 4.0
-32.28944,28.35639,27.0,9931.111,8876.734,7854.976,14438.533,0.181,0.797,0.272,1.489,91.5,16.0,26.0,625.301,-0.229,1.324,5.055,> 4.0
-30.22222,28.52833,13.0,10015.629,8889.817,7807.887,13877.539,0.163,0.672,0.244,1.395,95.4,16.0,28.0,1568.333,-1.862,9.629,8.93,> 4.0
-24.89222222,31.73055556,1.2,9988.235,8855.165,8082.819,13652.361,0.155,0.773,0.232,1.388,4.7,8.0,26.0,276.669,-3.031,3.706,6.082,1.0-2.0
-33.25972222,27.38222222,0.7,9959.323,8955.33,8005.899,13280.704,0.143,0.645,0.214,1.337,53.8,16.0,25.0,115.313,0.958,7.486,3.783,0.5-1.0
-32.9375,27.27694444,1.9,9674.535,8691.532,7721.3,13299.359,0.157,0.693,0.236,1.382,107.3,15.0,26.0,546.69,-0.965,3.308,8.081,1.0-2.0
-26.79833333,29.62277778,4.0,9914.855,8903.925,7938.655,13535.294,0.154,0.693,0.231,1.384,49.0,12.0,26.0,1672.335,-2.294,3.996,7.284,3.0-4.0
-25.04611111,31.80611111,1.6,10267.26,9040.412,8148.387,14050.341,0.153,0.694,0.23,1.395,4.0,8.0,26.0,198.465,-2.423,4.158,4.804,1.0-2.0
-26.82166667,29.37944444,3.4,9926.392,8861.653,7876.621,14185.683,0.175,0.756,0.263,1.446,51.7,12.0,26.0,1608.118,-2.448,3.377,8.812,3.0-4.0
-32.04555556,28.7825,1.4,10715.223,9620.619,8325.946,15225.296,0.173,0.707,0.259,1.453,9.4,10.0,23.0,515.052,-1.323,19.44,6.63,1.0-2.0
-30.42277778,28.7025,0.5,10852.765,9519.36,8408.533,13359.238,0.104,0.426,0.157,1.237,108.6,15.0,28.0,1512.333,-2.583,10.284,7.173,<= 0.5
-33.12861111,27.21027778,1.3,11360.359,9833.266,8424.493,13943.436,0.102,0.351,0.154,1.23,48.0,15.0,25.0,357.85,-1.65,13.882,4.525,1.0-2.0
-32.14388889,28.49694444,1.3,9051.556,8359.202,7615.213,12153.056,0.139,0.802,0.208,1.352,77.4,12.0,23.0,662.13,1.246,16.603,6.279,1.0-2.0
-24.74388889,31.97611111,2.6,9700.872,8595.002,7897.782,13014.928,0.144,0.734,0.216,1.357,8.4,9.0,26.0,270.818,-0.266,7.253,5.223,2.0-3.0
-30.25555556,28.54972222,0.6,9516.656,8801.379,7714.118,13813.535,0.182,0.859,0.273,1.462,106.0,15.0,28.0,1425.256,-2.72,1.17,6.403,0.5-1.0
-25.9125,29.85944444,2.4,9892.124,8772.667,7847.378,12987.845,0.134,0.632,0.201,1.327,66.7,13.0,24.0,1705.302,-1.221,0.779,7.453,2.0-3.0
-26.18555556,29.74111111,0.8,9867.595,8691.014,7801.541,12408.146,0.114,0.504,0.17,1.268,56.0,12.0,25.0,1688.599,-2.122,1.342,5.976,0.5-1.0
-27.12583333,30.67277778,4.6,9496.601,8598.629,7598.483,13777.478,0.182,0.792,0.273,1.455,69.1,14.0,26.0,1267.439,-1.97,6.661,8.07,> 4.0
-24.85722222,31.40555556,2.3,10449.697,9102.397,8201.612,14678.279,0.167,0.773,0.25,1.446,16.0,12.0,27.0,447.922,2.964,4.561,4.226,2.0-3.0
-25.89666667,30.55583333,1.6,9520.537,8531.597,7636.879,12936.258,0.149,0.691,0.224,1.368,19.8,6.0,22.0,1331.871,2.563,34.914,8.181,1.0-2.0
-30.30055556,28.68444444,3.7,9367.5,8634.822,7798.549,13400.924,0.176,0.927,0.264,1.454,102.1,16.0,28.0,1414.835,0.617,0.587,7.662,3.0-4.0
-25.71388889,30.37861111,3.6,9655.011,8456.851,7566.109,12667.059,0.134,0.602,0.201,1.329,7.6,3.0,17.0,1817.112,-0.472,6.362,10.042,3.0-4.0
-27.29527778,30.22388889,3.9,9374.912,8600.017,7538.837,14473.242,0.213,0.933,0.319,1.564,47.8,11.0,23.0,1955.219,2.514,13.86,6.32,3.0-4.0
-31.15861111,28.88694444,0.9,9675.973,8762.389,7910.205,12755.723,0.131,0.639,0.197,1.339,74.7,11.0,24.0,1011.452,-0.474,4.318,6.043,0.5-1.0
-32.4,28.11139,21.0,9984.1,8787.899,7749.876,13067.074,0.134,0.547,0.2,1.318,88.0,17.0,27.0,502.897,-2.184,6.366,8.726,> 4.0
-24.10527778,31.46138889,1.3,10354.848,8899.763,8114.33,13077.063,0.116,0.512,0.174,1.272,4.6,10.0,27.0,314.632,-3.075,6.938,6.009,1.0-2.0
-26.88222222,30.25527778,2.9,9752.09,8915.883,7943.4,13784.162,0.17,0.797,0.255,1.433,53.3,13.0,25.0,1687.788,2.701,3.291,9.322,2.0-3.0
-30.55972222,28.73361111,1.8,10358.856,9117.911,7975.262,14529.05,0.17,0.665,0.255,1.425,114.2,15.0,27.0,1571.999,-1.421,10.936,4.545,1.0-2.0
-30.66944444,28.44277778,0.8,10637.768,9377.374,7991.189,16189.414,0.208,0.763,0.312,1.548,108.6,15.0,27.0,1540.067,2.172,3.533,8.223,0.5-1.0
-26.14722222,30.12805556,2.6,9953.832,8769.615,7768.375,13284.778,0.144,0.617,0.217,1.357,40.7,10.0,23.0,1673.164,0.785,9.57,9.344,2.0-3.0
-25.69611111,30.28666667,5.6,9711.562,8527.195,7717.788,12371.082,0.12,0.528,0.18,1.283,89.7,13.0,25.0,1671.345,-2.183,7.526,6.343,> 4.0
-26.95888889,29.62638889,3.2,10500.264,9049.969,8059.94,13795.639,0.136,0.532,0.204,1.329,49.4,12.0,26.0,1620.5,-2.411,3.219,9.946,3.0-4.0
-25.10666667,30.51833333,3.9,10506.391,9286.352,8070.379,12376.38,0.082,0.326,0.122,1.183,21.4,4.0,19.0,1767.013,0.2,4.5,5.939,3.0-4.0
-26.76694444,30.20333333,1.6,9376.861,8457.188,7551.209,13217.695,0.167,0.769,0.25,1.427,52.6,12.0,24.0,1809.326,1.16,1.536,4.133,1.0-2.0
-33.12361111,26.93333333,0.7,10373.867,9041.525,7834.279,12759.519,0.102,0.374,0.153,1.232,42.3,14.0,25.0,381.275,1.194,13.516,5.604,0.5-1.0
-30.76888889,28.52444444,1.2,10799.129,9603.155,8360.82,15047.336,0.169,0.71,0.253,1.426,78.8,10.0,24.0,1356.873,-2.249,10.448,6.718,1.0-2.0
-32.71861111,26.67777778,2.4,9831.105,8806.19,7856.368,13188.798,0.146,0.642,0.218,1.347,102.0,14.0,27.0,839.925,2.352,19.186,7.772,2.0-3.0
-32.66472222,26.90472222,1.9,8923.446,8143.155,7403.876,13268.884,0.195,1.015,0.293,1.5,112.1,14.0,26.0,680.444,0.563,7.39,5.841,1.0-2.0
-25.56027778,29.36444444,1.3,9949.021,8619.191,7682.615,12549.365,0.115,0.468,0.173,1.267,57.6,14.0,27.0,1565.406,-0.065,3.894,7.421,1.0-2.0
-26.83555556,28.70833333,3.9,9915.2,8554.061,7675.721,12308.077,0.106,0.442,0.159,1.252,56.4,13.0,27.0,1609.221,-2.751,10.422,6.947,3.0-4.0
-26.20888889,29.46305556,2.3,10178.957,8994.536,7989.542,12883.794,0.117,0.521,0.176,1.281,53.0,12.0,25.0,1607.383,2.401,9.447,11.172,2.0-3.0
-24.92611111,31.47722222,0.9,10347.389,8996.985,8120.765,13607.343,0.133,0.554,0.199,1.325,16.0,12.0,27.0,370.115,-1.447,7.844,1.256,0.5-1.0
-26.79861111,29.47277778,1.9,10011.399,9052.704,8149.404,13488.018,0.15,0.745,0.226,1.373,50.8,12.0,26.0,1650.834,-0.318,1.558,3.053,1.0-2.0
-27.16388889,29.28444444,2.4,9781.89,8875.017,7909.762,13712.673,0.167,0.798,0.25,1.423,47.8,13.0,26.0,1571.36,-1.073,3.861,7.492,2.0-3.0
-30.24166667,28.86138889,0.6,9633.138,8760.539,7825.323,13850.862,0.179,0.839,0.269,1.445,117.8,14.0,26.0,1651.816,1.847,29.32,6.867,0.5-1.0
-32.27277778,28.33222222,2.8,10091.385,9028.973,7998.157,14833.996,0.188,0.838,0.282,1.508,10.0,8.0,23.0,626.26,2.078,1.558,2.068,2.0-3.0
-30.5525,28.45777778,1.2,10606.433,9430.465,8256.573,13839.159,0.133,0.545,0.199,1.317,110.9,15.0,28.0,1421.972,1.173,15.831,9.354,1.0-2.0
-26.10972222,29.54388889,2.1,9874.101,8711.032,7829.342,12716.941,0.124,0.551,0.186,1.3,56.2,12.0,25.0,1672.621,0.565,3.322,9.123,2.0-3.0
-24.93138889,31.69916667,1.1,9825.204,8730.42,8041.584,13007.324,0.139,0.719,0.208,1.339,4.0,8.0,26.0,273.691,-1.961,3.533,6.497,1.0-2.0
-32.32083333,28.59472222,3.3,9352.59,8582.694,7575.356,14731.509,0.221,0.989,0.332,1.594,11.8,10.0,23.0,464.721,-1.21,7.614,4.709,3.0-4.0
-26.0925,29.36833333,1.5,9749.626,8507.156,7705.774,11875.792,0.096,0.426,0.144,1.222,53.5,13.0,26.0,1583.081,0.617,4.594,5.239,1.0-2.0
-25.46055556,31.21638889,1.5,9637.015,8932.039,7978.121,14981.095,0.214,1.053,0.321,1.571,17.7,11.0,24.0,767.957,-1.515,14.03,4.424,1.0-2.0
-24.58666667,31.96555556,1.3,10135.968,8871.916,8127.703,13137.032,0.128,0.604,0.192,1.307,7.6,9.0,26.0,247.09,-1.227,4.554,3.678,1.0-2.0
-25.53444444,31.01666667,1.1,10269.57,9270.964,8271.931,14440.865,0.165,0.745,0.248,1.414,16.6,11.0,25.0,843.959,-2.942,16.211,7.339,1.0-2.0
-30.29194444,28.37333333,2.7,9898.826,8774.8,7774.369,13311.399,0.145,0.621,0.218,1.357,94.1,15.0,28.0,1578.622,-1.055,10.847,5.457,2.0-3.0
-26.56861111,30.28083333,2.6,9837.95,8672.26,7738.29,13124.209,0.141,0.611,0.211,1.354,63.0,12.0,24.0,1759.392,-0.503,4.21,6.872,2.0-3.0
-31.06333333,28.715,3.4,10104.211,9106.857,7948.871,14530.994,0.179,0.74,0.268,1.474,69.1,13.0,26.0,1211.957,-2.98,19.262,7.915,3.0-4.0
-33.35111111,27.23888889,1.3,9678.447,8767.406,7798.537,13444.704,0.162,0.724,0.243,1.39,52.4,16.0,25.0,104.626,2.318,6.952,4.859,1.0-2.0
-30.8075,28.86027778,3.3,7725.213,7441.407,6909.41,13591.629,0.274,1.883,0.411,1.767,73.9,12.0,25.0,1545.546,1.24,20.095,6.254,3.0-4.0
-25.89527778,30.01416667,2.5,10005.417,8741.74,7867.41,12840.503,0.122,0.522,0.183,1.296,71.6,12.0,24.0,1740.753,2.421,4.694,3.461,2.0-3.0
-24.77777778,31.53361111,1.0,9135.209,8420.104,7762.774,13347.566,0.179,1.01,0.269,1.482,146.0,19.0,31.0,337.585,-2.981,3.28,7.798,0.5-1.0
-25.02805556,31.58694444,0.8,9514.415,8564.461,7886.578,12989.102,0.15,0.773,0.224,1.381,3.8,7.0,26.0,328.752,2.582,1.306,4.484,0.5-1.0
-26.75083333,29.62333333,3.8,9140.759,8373.078,7607.124,12891.162,0.158,0.759,0.237,1.41,49.0,12.0,26.0,1656.476,-2.087,4.422,6.202,3.0-4.0
-24.70055556,31.82305556,1.1,10460.001,9089.5,8153.796,14510.579,0.163,0.701,0.245,1.408,5.8,8.0,26.0,287.611,2.668,1.213,4.676,1.0-2.0
-25.66416667,30.34972222,4.8,9313.313,8288.174,7457.757,11713.969,0.112,0.523,0.167,1.266,5.0,4.0,19.0,1564.379,-0.878,16.29,7.775,> 4.0
-24.73888889,31.59694444,0.9,9648.385,8652.86,7931.607,13587.232,0.166,0.856,0.25,1.436,16.6,12.0,27.0,405.239,-2.968,4.233,5.35,0.5-1.0
-26.545,30.11555556,1.8,10161.799,8933.602,7952.091,13143.67,0.127,0.533,0.191,1.308,54.0,12.0,25.0,1704.997,-3.136,6.313,10.964,1.0-2.0
-25.54833333,31.19027778,2.7,9467.212,8621.222,7670.374,14724.55,0.213,0.946,0.319,1.581,17.5,11.0,24.0,975.867,2.266,10.528,6.195,2.0-3.0
-25.71333333,29.53444444,1.2,9380.842,8388.12,7665.084,10991.574,0.079,0.422,0.118,1.176,57.5,13.0,26.0,1536.45,-1.398,3.461,8.443,1.0-2.0
-25.61944444,28.75138889,0.8,10950.175,9148.919,7885.029,12691.957,0.074,0.244,0.111,1.163,60.5,14.0,27.0,1481.504,-0.075,1.516,4.403,0.5-1.0
-26.37722222,29.45777778,3.5,8914.105,8305.956,7585.583,11523.298,0.111,0.521,0.167,1.284,51.4,12.0,25.0,1666.885,0.579,0.988,7.001,3.0-4.0
-30.85166667,28.51111111,1.7,10294.998,9136.357,7919.534,16976.363,0.249,1.01,0.374,1.711,80.0,10.0,23.0,1577.867,-2.328,16.566,7.215,1.0-2.0
-25.99555556,30.69111111,0.7,10110.554,9043.53,8091.385,13431.064,0.137,0.618,0.205,1.337,21.6,7.0,24.0,1054.12,-1.582,7.137,6.823,0.5-1.0
-25.93111111,31.85666667,1.3,8681.965,8164.383,7432.123,13288.22,0.206,1.179,0.309,1.548,132.7,19.0,30.0,308.176,-0.214,6.465,7.428,1.0-2.0
-25.85638889,30.725,3.4,9741.117,8788.056,7969.311,12460.26,0.12,0.617,0.18,1.286,23.9,7.0,22.0,1246.176,0.283,10.198,7.153,3.0-4.0
-25.05416667,31.43694444,1.1,9877.311,8858.256,8093.267,13827.073,0.165,0.856,0.248,1.423,5.5,8.0,25.0,366.573,-0.435,3.473,6.975,1.0-2.0
-25.73222222,29.81388889,1.4,10099.197,8856.351,7823.16,13232.533,0.133,0.548,0.2,1.327,68.1,13.0,25.0,1712.4,2.8,4.536,5.721,1.0-2.0
-30.6675,28.86333333,0.7,10279.472,9260.955,8109.349,14323.515,0.166,0.694,0.249,1.413,114.6,16.0,28.0,1153.973,-0.013,6.951,7.289,0.5-1.0
-24.42694444,31.69944444,1.0,11451.352,9638.537,8572.096,14207.158,0.108,0.411,0.162,1.251,4.9,9.0,27.0,300.21,-1.996,1.134,4.944,0.5-1.0
-32.83055556,27.41388889,0.8,9221.445,8481.093,7795.999,12297.144,0.141,0.829,0.212,1.346,112.3,15.0,26.0,467.184,1.219,10.558,5.39,0.5-1.0
-32.28944444,28.35638889,2.7,9931.111,8876.734,7854.976,14438.533,0.181,0.797,0.272,1.489,10.1,8.0,23.0,625.301,-0.229,1.324,5.055,2.0-3.0
-24.815,31.34277778,1.0,10076.027,8914.509,8124.295,13607.418,0.148,0.714,0.223,1.365,121.8,19.0,31.0,452.679,-2.239,3.196,9.023,0.5-1.0
-32.33527778,28.44194444,4.5,9658.899,8736.182,7703.933,13248.184,0.155,0.715,0.233,1.39,12.3,10.0,23.0,607.568,-1.79,6.44,8.234,> 4.0
-30.88694444,28.64611111,2.8,8867.01,8466.003,7643.141,13853.744,0.214,1.184,0.321,1.594,81.9,9.0,23.0,1670.653,-0.042,26.498,5.848,2.0-3.0
-30.57361111,28.40972222,1.6,8812.523,8288.197,7514.716,12938.392,0.183,1.099,0.275,1.468,100.9,16.0,28.0,1582.256,1.37,53.99,7.779,1.0-2.0
-32.34694444,27.95416667,2.0,10017.985,8885.318,7952.019,13359.275,0.142,0.64,0.213,1.347,68.6,12.0,24.0,764.519,-0.077,9.986,7.096,1.0-2.0
-30.71166667,28.855,0.6,10378.06,9461.822,8395.637,14335.326,0.163,0.723,0.244,1.408,119.1,15.0,28.0,1249.904,-0.104,10.144,7.262,0.5-1.0
-26.66722222,29.75861111,2.0,9807.925,8833.021,7854.992,13358.509,0.153,0.707,0.229,1.381,46.2,12.0,25.0,1610.278,2.584,3.517,8.314,1.0-2.0
-25.1,31.2325,1.1,9777.806,8730.754,8040.951,13237.19,0.148,0.785,0.222,1.373,6.2,8.0,26.0,554.675,0.594,4.265,5.582,1.0-2.0
-33.27361111,27.20083333,1.0,9290.008,8478.927,7657.815,12803.493,0.159,0.802,0.238,1.382,48.2,15.0,25.0,261.918,1.676,6.687,6.425,0.5-1.0
-32.3175,27.83083333,3.9,9522.023,8596.654,7697.353,12651.286,0.14,0.665,0.21,1.333,64.5,13.0,24.0,642.74,2.685,29.239,6.085,3.0-4.0
-25.24972222,31.7825,3.7,9575.6,8685.008,7866.887,13851.703,0.181,0.909,0.272,1.47,24.8,13.0,27.0,274.818,-2.235,6.78,6.231,3.0-4.0
-25.69361111,29.39527778,1.9,9523.706,8357.566,7618.664,11189.597,0.078,0.361,0.118,1.175,55.4,14.0,27.0,1456.562,1.102,4.66,4.339,1.0-2.0
-24.56333333,31.63388889,1.0,10194.168,8901.69,8104.533,13561.114,0.143,0.671,0.214,1.344,5.5,9.0,26.0,348.619,-1.71,3.632,6.478,0.5-1.0
-26.71722222,29.39777778,1.7,10198.752,8969.801,8032.756,13394.992,0.135,0.586,0.203,1.326,52.2,12.0,26.0,1636.018,1.469,3.967,7.319,1.0-2.0
-26.34361111,30.24194444,1.2,10460.616,9273.901,8127.493,14410.702,0.158,0.631,0.237,1.403,43.0,10.0,22.0,1694.461,-1.701,1.36,5.895,1.0-2.0
-32.25472222,27.71555556,2.4,9392.013,8421.732,7605.585,12420.768,0.137,0.688,0.206,1.336,59.5,12.0,24.0,750.281,1.545,12.881,7.748,2.0-3.0
-25.67861111,30.08888889,2.8,9113.68,8242.46,7425.406,11573.736,0.108,0.48,0.162,1.263,12.9,2.0,18.0,1861.007,1.033,1.566,2.174,2.0-3.0
-24.25388889,31.84277778,2.8,10112.344,8793.627,8053.772,12387.683,0.099,0.453,0.148,1.227,5.7,9.0,27.0,250.162,1.49,1.317,4.171,2.0-3.0
-24.72416667,31.57861111,1.8,9054.337,8375.212,7736.122,12885.848,0.157,0.846,0.236,1.43,14.9,12.0,27.0,411.455,0.841,4.241,5.347,1.0-2.0
-32.79972222,27.01833333,1.2,10732.15,9123.356,7888.588,13966.344,0.131,0.432,0.196,1.305,96.8,15.0,27.0,453.496,2.978,3.521,7.033,1.0-2.0
-32.53194444,28.43138889,1.0,9407.489,8687.585,7837.485,13951.329,0.194,1.03,0.291,1.499,96.1,14.0,23.0,135.772,2.003,3.911,4.969,0.5-1.0
-30.84027778,28.54222222,1.0,10631.494,9546.292,8322.353,15072.664,0.175,0.729,0.262,1.452,80.0,10.0,23.0,1530.846,-1.879,12.987,8.134,0.5-1.0
-24.79805556,31.51333333,1.5,10670.165,9273.792,8387.992,14055.76,0.136,0.587,0.205,1.334,14.1,12.0,27.0,334.514,-1.676,4.154,5.342,1.0-2.0
-30.34361111,28.30611111,4.3,9552.33,8503.738,7593.946,13819.817,0.181,0.816,0.272,1.462,99.2,13.0,26.0,1842.154,-2.031,22.531,8.029,> 4.0
-30.70444444,28.91972222,1.3,10045.8,8949.389,7851.337,15038.197,0.198,0.824,0.297,1.546,122.6,15.0,27.0,1068.149,1.25,1.546,3.284,1.0-2.0
-30.25888889,28.49638889,0.4,9821.59,8967.527,7886.544,14188.562,0.185,0.891,0.278,1.479,94.7,16.0,29.0,1434.975,2.798,1.361,5.725,<= 0.5
-32.07361111,28.40611111,0.9,11007.992,9666.242,8490.151,15678.148,0.169,0.684,0.254,1.477,63.6,11.0,24.0,752.523,3.06,9.964,7.136,0.5-1.0
-24.41694444,31.34583333,0.4,10263.271,8942.043,8159.23,13217.583,0.123,0.548,0.185,1.295,5.1,9.0,27.0,484.478,2.406,3.524,7.092,<= 0.5
-25.37527778,30.81944444,2.9,10120.155,8800.081,7925.894,12728.262,0.114,0.489,0.171,1.26,14.4,11.0,25.0,1069.665,-1.466,19.189,8.016,2.0-3.0
-26.76388889,30.00388889,1.2,9394.191,8421.879,7597.256,12127.537,0.126,0.606,0.19,1.303,48.6,13.0,25.0,1598.397,-2.527,1.125,6.639,1.0-2.0
-27.10166667,30.33944444,2.7,8657.705,8198.964,7319.422,13956.345,0.229,1.142,0.343,1.626,55.4,14.0,27.0,1339.64,-0.827,3.212,9.854,2.0-3.0
-24.39972222,31.78055556,4.9,10222.032,8819.356,8023.835,12388.579,0.093,0.405,0.14,1.215,4.9,9.0,27.0,258.763,2.844,0.957,5.205,> 4.0
-31.06333,28.715,34.0,10104.211,9106.857,7948.871,14530.994,0.179,0.74,0.268,1.474,122.0,15.0,27.0,1211.957,-2.98,19.262,7.915,> 4.0
-32.79388889,27.17611111,1.4,9341.55,8488.411,7529.909,14114.72,0.202,0.891,0.304,1.521,108.9,14.0,25.0,767.489,-1.927,3.235,9.009,1.0-2.0
-24.98555556,31.60638889,1.1,9563.705,8630.137,7954.863,13029.241,0.149,0.798,0.224,1.385,3.9,7.0,26.0,269.742,1.429,3.889,5.673,1.0-2.0
-26.97305556,29.71388889,2.8,10070.666,9035.029,8057.104,13556.111,0.145,0.652,0.218,1.365,47.6,12.0,26.0,1649.446,1.852,7.17,7.203,2.0-3.0
-30.59111111,28.79194444,1.5,9800.201,8530.905,7570.717,13514.662,0.161,0.687,0.241,1.407,117.9,15.0,27.0,1310.579,0.179,9.915,7.805,1.0-2.0
-24.71194444,31.51861111,1.4,9827.738,8724.693,7990.1,13124.655,0.142,0.72,0.213,1.357,14.1,12.0,27.0,402.46,0.508,3.476,7.055,1.0-2.0
-24.88861111,31.61083333,0.8,9888.751,8745.331,8023.261,13077.526,0.136,0.667,0.204,1.338,14.1,12.0,27.0,325.172,2.47,7.256,5.395,0.5-1.0
-32.2875,28.66,3.3,8938.473,8290.851,7531.352,12864.44,0.177,0.993,0.265,1.461,11.6,10.0,23.0,350.5,1.425,15.752,8.935,3.0-4.0
-25.06333333,32.01888889,2.9,9370.08,8407.502,7719.76,12899.639,0.15,0.772,0.226,1.398,44.3,15.0,30.0,273.783,2.743,3.917,5.631,2.0-3.0
-30.67972222,28.76638889,0.4,10589.934,9398.841,8190.269,14588.681,0.16,0.63,0.24,1.395,119.1,16.0,27.0,1254.446,2.654,15.89,8.828,<= 0.5
-25.45722222,29.76527778,2.4,10459.56,8982.621,7863.127,12850.244,0.103,0.382,0.154,1.236,67.0,13.0,25.0,1802.446,-2.781,1.25,6.394,2.0-3.0
-30.84805556,28.90138889,3.2,9866.287,8871.758,7662.148,15184.731,0.213,0.876,0.319,1.57,73.8,12.0,25.0,1409.001,-1.998,19.123,8.52,3.0-4.0
-33.32333333,27.37777778,0.4,9707.39,8764.541,7907.44,13000.208,0.144,0.693,0.216,1.347,54.8,16.0,25.0,77.295,1.451,4.289,3.535,<= 0.5
-25.86055556,31.72416667,0.8,9406.883,8657.301,7859.862,14197.075,0.201,1.013,0.301,1.521,28.1,17.0,30.0,318.992,2.501,3.7,6.233,0.5-1.0
-25.17777778,30.19777778,4.0,9219.182,8249.052,7464.506,13271.803,0.18,0.873,0.269,1.464,9.6,3.0,17.0,1822.34,-1.509,7.01,7.625,3.0-4.0
-25.24916667,31.62694444,1.1,9236.924,8540.87,7780.049,14090.83,0.206,1.137,0.309,1.554,4.0,8.0,26.0,303.233,-2.719,3.177,9.061,1.0-2.0
-27.29083333,30.44944444,2.4,9118.473,8468.483,7480.971,14451.562,0.223,1.038,0.335,1.602,57.6,12.0,24.0,1651.402,-1.667,16.069,8.383,2.0-3.0
-25.55333333,31.23222222,1.5,9533.337,8747.4,7748.289,14796.115,0.214,0.96,0.321,1.571,17.6,11.0,24.0,769.923,2.939,6.966,6.85,1.0-2.0
-26.69388889,30.43638889,2.8,9170.601,8415.494,7464.229,13245.622,0.18,0.871,0.27,1.46,66.1,13.0,25.0,1492.462,1.491,3.486,8.333,2.0-3.0
-27.28972222,30.44388889,2.4,9447.737,8712.248,7679.22,15218.917,0.232,1.019,0.348,1.625,57.6,12.0,24.0,1631.733,-1.753,4.391,6.296,2.0-3.0
-30.59361,29.03306,16.0,9921.014,8721.936,7602.498,13894.8,0.168,0.647,0.251,1.413,129.1,14.0,26.0,1590.016,-1.576,42.294,5.234,> 4.0
-25.1875,31.66361111,0.9,9528.863,8681.663,7900.811,13695.732,0.178,0.929,0.267,1.458,24.0,12.0,27.0,359.71,-2.038,7.529,4.793,0.5-1.0
-26.61611111,30.37888889,1.5,9037.062,8188.508,7393.827,11405.582,0.11,0.53,0.165,1.266,68.5,13.0,25.0,1489.846,1.09,0.269,8.595,1.0-2.0
-32.18472222,28.54111111,1.3,9486.447,8685.562,7853.518,12976.445,0.152,0.785,0.228,1.387,10.1,9.0,23.0,603.166,2.573,6.9,6.74,1.0-2.0
-31.55111111,29.07972222,1.7,9935.131,9023.394,7969.814,15237.434,0.205,0.924,0.307,1.579,114.6,16.0,26.0,819.802,2.25,4.603,4.503,1.0-2.0
-30.66638889,28.97388889,2.0,9986.909,9129.188,7989.511,16108.847,0.235,1.023,0.353,1.66,123.9,15.0,27.0,1423.257,3.089,20.098,6.159,1.0-2.0
