Lat,Lon,C,Red,Green,Blue,NIR,NDVI,EVI,SAVI,RVI,Precipitation,Minimum Temp.,Maximum Temp.,DEM,Aspect,Slope,TWI,Category
-32.57205556,24.04986111,1.1,10224.063,8974.083,7867.766,15275.463,0.198,0.791,0.296,1.524,5.2,4.0,19.0,793.423,-2.867,1.199,5.734,1.0-2.0
-26.78536111,29.77719444,0.4,10248.401,9012.884,7939.191,14361.086,0.164,0.675,0.246,1.439,41.9,13.0,26.0,1616.896,-2.548,4.346,6.431,<= 0.5
-32.36511111,25.09863889,2.5,8085.579,7510.966,6995.902,11020.867,0.153,1.192,0.23,1.366,52.6,11.0,25.0,952.02,0.528,10.095,7.098,2.0-3.0
-28.32327778,28.65505556,1.1,10545.509,9077.057,7917.606,13880.587,0.137,0.499,0.205,1.33,6.0,-1.0,17.0,1766.59,-0.772,7.567,6.259,1.0-2.0
-30.47480556,28.46905556,0.4,10757.653,8837.198,7801.757,12781.69,0.085,0.272,0.127,1.188,24.8,7.0,21.0,1462.046,-3.058,3.653,7.865,<= 0.5
-28.70658333,27.34830556,0.3,11725.917,9871.096,8506.657,14183.304,0.096,0.329,0.143,1.218,3.8,2.0,21.0,1522.895,-1.697,1.16,6.498,<= 0.5
-31.93763889,25.95941667,1.7,11481.078,9610.61,8540.909,13176.606,0.069,0.241,0.104,1.151,61.7,11.0,27.0,1149.206,-1.71,0.891,6.834,1.0-2.0
-29.36072222,30.09552778,4.9,9099.95,8336.259,7540.032,12604.322,0.155,0.798,0.232,1.4,135.2,14.0,24.0,1310.628,-2.762,7.163,6.989,> 4.0
-27.80447222,26.69727778,0.1,12273.532,9975.133,8282.06,15558.295,0.118,0.338,0.176,1.281,52.4,7.0,23.0,1322.694,-1.853,0.614,7.537,<= 0.5
-29.54433333,21.07619444,0.2,14153.4,10633.421,8715.661,15609.926,0.049,0.104,0.073,1.103,23.7,9.0,23.0,921.22,2.788,0.846,6.705,<= 0.5
-24.01166667,29.32575,1.2,10055.468,8782.939,7923.517,13058.486,0.128,0.537,0.192,1.312,3.6,5.0,21.0,1341.14,-1.721,3.875,7.305,1.0-2.0
-30.83916667,25.72080556,1.6,10370.347,8709.25,7714.206,12022.848,0.074,0.26,0.11,1.16,17.4,9.0,27.0,1319.594,2.349,3.196,10.101,1.0-2.0
-27.83233333,22.02172222,0.5,13975.49,10911.664,8953.607,16278.615,0.076,0.175,0.114,1.165,10.0,3.0,21.0,1025.251,-3.122,0.323,8.026,<= 0.5
-22.76136111,28.59775,3.0,10447.271,9004.791,8233.15,12386.197,0.085,0.372,0.127,1.195,2.3,7.0,24.0,825.611,-1.158,0.724,6.839,2.0-3.0
-27.88744444,25.89144444,0.1,12529.356,10211.536,8352.106,15861.406,0.117,0.331,0.175,1.281,17.8,7.0,26.0,1270.243,-1.725,1.321,5.779,<= 0.5
-32.46002778,24.83172222,0.3,11894.156,9879.205,8359.121,14118.461,0.086,0.261,0.129,1.191,4.7,5.0,21.0,752.087,1.599,0.507,7.212,<= 0.5
-25.20947222,29.11633333,0.6,9731.045,8694.777,7849.506,13254.978,0.154,0.73,0.231,1.371,40.6,15.0,29.0,1091.515,-1.153,3.502,7.972,0.5-1.0
-28.55955556,22.50005556,0.1,14260.406,11110.212,9013.44,16926.007,0.086,0.196,0.129,1.189,38.1,8.0,22.0,1216.454,0.396,0.598,7.488,<= 0.5
-30.71022222,26.25452778,2.6,10458.872,8865.466,7863.064,12530.537,0.09,0.324,0.135,1.2,21.7,8.0,27.0,1410.964,0.263,1.424,5.341,2.0-3.0
-26.60461111,27.11061111,1.6,9726.411,8539.8,7715.534,12249.115,0.113,0.544,0.17,1.266,141.0,16.0,28.0,1391.754,2.474,1.269,6.073,1.0-2.0
-28.18238889,26.25427778,0.3,11831.395,9735.221,8281.568,14954.329,0.117,0.394,0.175,1.288,50.2,6.0,22.0,1294.006,-1.134,0.809,7.117,<= 0.5
-26.61694444,28.36041667,3.4,9424.861,8478.108,7681.756,12161.808,0.128,0.67,0.191,1.299,13.1,7.0,23.0,1625.514,-0.427,16.68,7.007,3.0-4.0
-23.70430556,28.88525,0.9,10972.908,9255.963,8278.854,13012.971,0.085,0.312,0.128,1.192,3.6,6.0,23.0,1031.215,-1.679,0.582,7.356,0.5-1.0
-26.99038889,27.32625,0.4,9980.728,8741.67,7752.567,13046.616,0.133,0.565,0.199,1.314,34.2,6.0,22.0,1421.656,2.378,4.336,6.333,<= 0.5
-26.55647222,30.03080556,0.7,9445.447,8537.529,7789.23,11592.145,0.099,0.508,0.149,1.236,46.4,10.0,25.0,1709.688,-2.473,4.522,5.798,0.5-1.0
-23.15944444,30.39330556,0.5,10430.863,9213.386,8098.103,13698.894,0.133,0.537,0.2,1.327,126.3,20.0,31.0,595.082,-0.063,4.153,5.92,<= 0.5
-24.06463889,27.60219444,0.7,10163.153,8754.907,7898.013,13009.852,0.123,0.516,0.184,1.294,2.8,3.0,23.0,1053.524,-2.305,1.272,5.783,0.5-1.0
-23.21575,30.41880556,0.8,10476.035,9178.991,8186.729,13319.908,0.118,0.492,0.177,1.281,102.7,21.0,32.0,551.646,1.991,4.015,6.138,0.5-1.0
-23.77852778,30.46733333,0.6,9639.536,8570.638,7878.721,12216.667,0.118,0.622,0.177,1.28,5.8,12.0,29.0,487.118,-0.204,3.745,6.559,0.5-1.0
-24.3505,29.44530556,0.5,10326.873,9324.247,8219.591,11596.326,0.055,0.234,0.083,1.125,3.7,6.0,23.0,1001.487,1.61,0.803,6.875,<= 0.5
-32.18191667,25.54108333,0.4,11733.582,9704.729,8268.684,13710.42,0.079,0.238,0.118,1.174,59.5,11.0,26.0,1047.91,-2.89,4.282,6.176,<= 0.5
-28.79608333,26.10388889,0.2,11377.828,9191.594,7859.809,13901.223,0.098,0.287,0.147,1.227,2.8,2.0,23.0,1268.62,0.656,0.706,7.305,<= 0.5
-24.86572222,29.35211111,0.9,10607.54,9131.708,8103.472,13296.359,0.112,0.446,0.168,1.27,32.5,17.0,30.0,832.694,1.773,3.8,6.981,0.5-1.0
-30.06888889,26.42725,1.2,11021.489,9262.32,8059.028,13617.748,0.106,0.361,0.159,1.24,60.5,13.0,29.0,1533.828,-0.858,3.473,8.402,1.0-2.0
-31.53730556,25.46255556,0.3,11486.914,9586.512,8299.864,13603.899,0.085,0.279,0.127,1.189,21.1,9.0,27.0,1127.368,1.823,0.652,7.297,<= 0.5
-27.10341667,27.61941667,2.3,10053.835,8941.301,8000.973,12893.243,0.123,0.597,0.185,1.292,12.2,1.0,19.0,1477.026,-0.683,0.982,6.894,2.0-3.0
-30.04552778,22.74741667,0.5,11937.201,9592.652,8156.58,13622.484,0.066,0.175,0.099,1.141,22.6,2.0,19.0,1089.486,2.719,0.611,7.349,<= 0.5
-26.63986111,27.75269444,1.2,8581.041,8093.803,7481.379,11664.488,0.15,1.104,0.224,1.368,15.1,7.0,24.0,1450.527,-0.474,1.42,5.397,1.0-2.0
-28.8875,25.85955556,0.9,11597.349,9599.474,8359.595,14067.515,0.095,0.307,0.143,1.214,2.7,3.0,23.0,1244.727,-0.233,0.878,6.94,0.5-1.0
-33.03627778,27.47044444,0.9,8497.628,7966.938,7167.453,12654.135,0.195,1.088,0.293,1.493,29.1,9.0,21.0,315.322,1.599,4.314,4.867,0.5-1.0
-30.33186111,28.36561111,1.0,10734.528,9046.924,7925.166,14726.745,0.159,0.573,0.238,1.392,27.3,7.0,20.0,1607.858,-1.385,35.148,7.783,0.5-1.0
-26.06433333,28.82916667,0.6,9983.074,8592.608,7662.334,12345.614,0.106,0.456,0.159,1.249,17.5,8.0,23.0,1540.824,2.144,1.128,6.595,0.5-1.0
-26.8675,22.09008333,0.2,12222.826,9804.341,8408.966,14201.718,0.073,0.197,0.109,1.16,36.4,19.0,36.0,937.655,1.981,0.883,6.645,<= 0.5
-27.863,28.34755556,0.4,11236.609,9663.397,8236.52,14666.607,0.13,0.471,0.196,1.321,19.0,-1.0,17.0,1647.478,-1.526,4.234,6.748,<= 0.5
-30.59347222,26.12311111,0.5,10110.568,8589.827,7593.963,11870.178,0.079,0.285,0.119,1.174,18.6,9.0,28.0,1316.948,-0.204,4.455,5.849,<= 0.5
-29.28858333,26.33394444,1.8,10326.922,8852.857,7926.857,12896.784,0.111,0.44,0.166,1.254,55.6,14.0,30.0,1410.107,2.919,3.696,7.731,1.0-2.0
-25.71275,31.79625,1.4,9137.292,8490.069,7611.133,13742.576,0.186,0.95,0.278,1.539,13.0,14.0,29.0,261.012,-1.097,3.196,8.475,1.0-2.0
-23.9225,29.87622222,1.6,10299.435,8920.358,7904.402,13433.244,0.133,0.569,0.199,1.321,17.0,8.0,21.0,1318.013,-1.672,6.969,7.388,1.0-2.0
-23.77455556,29.54030556,0.9,11957.242,9785.745,8588.597,14562.129,0.099,0.323,0.148,1.222,3.3,5.0,21.0,1184.754,-2.305,1.005,6.624,0.5-1.0
-31.79922222,24.73263889,1.1,8927.607,8101.722,7395.721,11709.509,0.135,0.747,0.202,1.318,55.2,8.0,24.0,1687.578,0.874,3.807,7.673,1.0-2.0
-26.99847222,28.58627778,1.3,9868.779,9065.307,7984.252,14581.374,0.191,0.88,0.286,1.499,55.0,12.0,26.0,1530.811,-2.255,1.133,6.575,1.0-2.0
-25.25236111,29.84886111,1.5,10602.8,9050.523,8097.959,12809.792,0.096,0.4,0.143,1.226,22.2,9.0,24.0,1489.171,0.857,3.152,11.92,1.0-2.0
-33.49927778,26.77213889,0.9,7892.88,7569.889,6905.402,12500.77,0.226,1.555,0.34,1.587,20.5,10.0,21.0,229.498,-2.223,4.433,4.153,0.5-1.0
-24.70480556,29.41725,0.9,10449.827,9205.317,8275.387,13763.772,0.137,0.624,0.205,1.334,30.2,17.0,31.0,793.242,-3.102,0.619,7.015,0.5-1.0
-24.36397222,29.45122222,0.7,9663.489,8542.539,7775.212,12495.045,0.126,0.603,0.19,1.303,3.7,6.0,23.0,981.837,1.834,1.473,4.567,0.5-1.0
-26.60311111,29.81261111,1.5,10583.634,9148.65,8054.164,13646.014,0.127,0.504,0.191,1.311,38.9,13.0,26.0,1637.655,-2.526,4.505,5.84,1.0-2.0
-31.87997222,21.55558333,0.2,13509.263,11212.847,9492.037,14377.462,0.031,0.091,0.047,1.064,16.6,1.0,16.0,1235.61,-1.251,0.58,7.542,<= 0.5
-28.41780556,24.47652778,0.3,10683.549,9047.466,8116.133,12341.202,0.072,0.285,0.109,1.157,21.2,3.0,20.0,1079.43,-0.248,1.075,6.37,<= 0.5
-33.54858333,21.93730556,1.0,9568.662,8478.475,7487.676,13232.257,0.161,0.64,0.241,1.383,20.3,6.0,19.0,373.447,-2.074,7.79,3.18,0.5-1.0
-34.04052778,22.32344444,1.4,8456.783,7969.052,7100.939,14228.879,0.253,1.246,0.38,1.686,26.9,9.0,20.0,176.906,1.929,10.407,4.766,1.0-2.0
-23.22116667,30.22908333,0.7,9865.869,8877.98,7976.786,12999.212,0.132,0.612,0.198,1.334,112.3,20.0,31.0,593.38,1.437,4.171,5.877,0.5-1.0
-28.5025,24.70505556,0.5,10705.917,9269.061,8141.662,14925.444,0.162,0.622,0.243,1.419,21.5,3.0,20.0,1104.038,1.243,0.612,7.362,<= 0.5
-25.67902778,29.66652778,2.0,9045.016,8259.376,7631.398,13129.301,0.184,1.034,0.275,1.467,48.6,12.0,24.0,1668.781,-2.727,4.618,5.065,1.0-2.0
-34.05786111,20.59402778,1.6,9949.168,8816.21,7689.367,12965.822,0.132,0.528,0.198,1.306,47.3,8.0,19.0,166.09,1.148,12.571,10.497,1.0-2.0
-24.83388889,31.29191667,0.6,10895.322,9613.032,8529.436,13838.79,0.118,0.5,0.178,1.282,33.9,14.0,29.0,489.357,2.174,7.749,3.938,0.5-1.0
-28.11986111,26.38336111,0.2,11673.457,9366.663,7882.522,15046.143,0.123,0.357,0.185,1.299,50.4,6.0,22.0,1289.64,-3.021,0.464,7.855,<= 0.5
-27.54455556,28.49083333,1.5,9135.459,8401.608,7624.526,12776.379,0.165,0.948,0.247,1.399,17.9,-1.0,18.0,1574.874,1.287,6.309,11.037,1.0-2.0
-28.92788889,23.43177778,0.3,9960.748,8462.215,7584.631,11987.826,0.093,0.357,0.139,1.205,35.5,7.0,22.0,1340.726,1.077,1.537,3.81,<= 0.5
-27.21966667,28.63575,1.6,9913.79,8937.494,8021.367,13486.068,0.152,0.727,0.228,1.369,14.8,-1.0,18.0,1566.03,-1.914,1.532,4.108,1.0-2.0
-28.21986111,25.58213889,0.6,10750.607,9107.966,8085.548,12826.336,0.088,0.326,0.132,1.196,68.2,12.0,28.0,1322.326,1.016,0.87,7.018,0.5-1.0
-32.44669444,27.00125,1.6,9761.812,8585.776,7745.462,13304.005,0.154,0.706,0.231,1.376,16.3,3.0,19.0,1490.867,1.747,16.468,7.357,1.0-2.0
-28.05591667,26.47116667,0.3,9833.202,8500.435,7433.898,15700.509,0.219,0.896,0.329,1.645,50.5,6.0,23.0,1296.421,1.765,0.23,8.618,<= 0.5
-27.24727778,27.50127778,1.2,10305.811,9068.691,8045.177,12904.737,0.112,0.504,0.168,1.262,14.7,1.0,20.0,1369.427,-2.312,0.195,8.846,1.0-2.0
-25.71480556,30.29461111,3.6,9606.911,8631.274,7790.159,12715.555,0.138,0.652,0.207,1.338,28.4,7.0,21.0,1767.248,0.401,7.61,6.087,3.0-4.0
-29.91572222,26.98077778,0.3,11204.06,9535.021,8317.335,13389.403,0.089,0.308,0.133,1.198,65.7,14.0,29.0,1555.946,-2.366,3.363,8.843,<= 0.5
-26.61891667,30.38055556,2.2,10006.993,8760.937,7818.924,12663.445,0.114,0.523,0.172,1.281,66.4,13.0,26.0,1484.876,2.459,1.363,5.748,2.0-3.0
-27.74991667,25.98791667,0.2,13676.828,10949.894,8684.057,16265.674,0.088,0.237,0.132,1.198,19.2,8.0,26.0,1270.857,-2.426,0.44,7.902,<= 0.5
-33.71569444,18.85297222,0.3,11442.07,9701.468,8427.492,15203.743,0.144,0.522,0.216,1.36,192.8,8.0,18.0,143.292,-1.426,1.326,3.574,<= 0.5
-26.12897222,26.38747222,0.4,10796.595,9106.566,7953.33,14128.386,0.133,0.483,0.199,1.324,154.2,15.0,27.0,1510.317,1.444,0.284,8.552,<= 0.5
-33.40894444,25.41344444,0.6,8565.273,7974.034,7189.814,13635.571,0.227,1.235,0.341,1.615,5.5,6.0,21.0,103.099,2.194,1.553,0.612,0.5-1.0
-28.45855556,28.10977778,0.7,10377.019,9193.155,8072.962,14175.015,0.152,0.636,0.229,1.384,4.1,-2.0,17.0,1717.555,-2.109,7.259,7.058,0.5-1.0
-33.30141667,19.36541667,1.8,8969.619,8177.024,7236.985,15424.119,0.262,1.098,0.393,1.731,115.3,5.0,16.0,534.653,0.918,3.694,6.763,1.0-2.0
-34.07247222,20.62127778,2.4,9830.103,8620.443,7610.735,12179.939,0.108,0.461,0.162,1.246,47.3,8.0,19.0,224.401,0.68,13.22,5.674,2.0-3.0
-30.89747222,25.89627778,3.3,10272.933,8714.206,7737.843,12101.412,0.081,0.292,0.122,1.178,19.3,8.0,27.0,1424.958,-1.82,1.238,6.199,3.0-4.0
-33.44063889,26.94588889,0.8,9394.355,8509.018,7565.996,13491.961,0.177,0.789,0.266,1.437,22.2,9.0,21.0,257.563,1.398,3.426,6.779,0.5-1.0
-29.92052778,25.35813889,0.8,10544.876,8919.191,7901.804,12622.118,0.09,0.322,0.134,1.199,50.7,14.0,31.0,1432.842,-2.208,1.394,5.545,0.5-1.0
-32.00977778,19.61633333,0.1,13777.228,10639.307,8567.917,14887.393,0.04,0.091,0.06,1.084,27.2,7.0,20.0,354.015,1.326,1.275,4.682,<= 0.5
-33.16788889,25.35341667,0.6,9827.257,8610.937,7734.397,10891.13,0.052,0.236,0.077,1.109,9.6,15.0,31.0,408.307,-0.106,3.142,13.224,0.5-1.0
-27.11477778,30.24883333,6.1,9719.416,8597.343,7757.759,12997.389,0.142,0.636,0.213,1.356,58.6,12.0,25.0,1749.102,-2.589,1.464,5.236,> 4.0
-31.48991667,27.25183333,0.7,10903.737,9318.964,8314.866,12436.492,0.066,0.255,0.099,1.142,29.9,6.0,21.0,1481.575,-0.152,9.765,8.342,0.5-1.0
-29.15069444,17.135,0.3,13927.752,10227.112,8310.744,15462.019,0.052,0.106,0.078,1.11,7.6,13.0,25.0,256.196,-0.073,3.351,7.099,<= 0.5
-23.84516667,29.10544444,0.4,11994.32,9809.359,8463.606,14545.282,0.097,0.289,0.145,1.218,12.3,9.0,24.0,1331.613,-1.221,3.337,8.815,<= 0.5
-24.54775,30.69836111,3.5,8949.531,8161.261,7609.628,11685.036,0.133,0.857,0.199,1.316,36.9,12.0,25.0,878.262,-1.268,10.042,7.122,3.0-4.0
-30.68775,27.73119444,3.1,10433.734,8992.742,7868.387,14886.154,0.176,0.648,0.265,1.438,37.1,4.0,17.0,1869.102,-2.614,23.325,6.119,3.0-4.0
-25.05444444,29.86780556,1.3,9782.88,8599.953,7872.113,12580.632,0.126,0.63,0.188,1.306,22.5,11.0,27.0,998.565,-1.152,4.512,5.313,1.0-2.0
-26.95525,27.48594444,1.1,10613.056,9239.876,8043.973,14386.506,0.152,0.59,0.228,1.367,12.0,1.0,19.0,1440.189,1.114,1.544,3.637,1.0-2.0
-31.69716667,25.44041667,0.5,11814.873,9623.478,8270.247,13479.547,0.066,0.198,0.099,1.143,21.1,9.0,27.0,1073.37,-2.751,1.44,4.952,<= 0.5
-26.15825,29.3045,0.4,10366.94,9046.132,7933.008,13627.684,0.136,0.566,0.204,1.344,38.2,13.0,27.0,1599.385,-0.91,0.592,7.774,<= 0.5
-23.054,29.29061111,0.7,10813.673,9030.305,8045.956,13149.749,0.097,0.347,0.146,1.221,4.3,10.0,26.0,875.371,-1.093,0.943,6.455,0.5-1.0
-29.52775,17.79361111,0.6,13584.319,10633.944,8873.443,15241.467,0.058,0.141,0.087,1.123,19.7,12.0,23.0,839.958,-0.683,3.457,7.852,0.5-1.0
-30.45755556,25.91983333,0.8,10232.371,8733.515,7765.223,11795.007,0.071,0.265,0.106,1.153,16.4,9.0,28.0,1367.994,-3.045,6.511,8.686,0.5-1.0
-32.01186111,25.52344444,0.7,9303.809,8663.771,7614.837,16507.769,0.278,1.222,0.418,1.797,51.1,12.0,28.0,927.268,0.408,0.826,6.751,0.5-1.0
-27.363,30.11955556,2.6,10337.39,9000.396,8048.16,13197.838,0.122,0.51,0.183,1.293,59.5,12.0,25.0,1743.733,2.962,4.587,5.391,2.0-3.0
-30.88288889,25.82055556,0.6,10365.2,8739.01,7738.436,12024.784,0.074,0.267,0.111,1.161,18.7,9.0,27.0,1334.397,-0.397,1.41,5.378,0.5-1.0
-32.64608333,25.42027778,1.1,9354.496,8266.657,7451.9,11915.649,0.12,0.545,0.18,1.277,18.1,13.0,29.0,910.276,3.063,3.363,8.305,1.0-2.0
-28.62347222,28.37158333,1.0,9819.806,8608.999,7748.398,12410.355,0.117,0.52,0.175,1.271,4.7,-1.0,17.0,1905.161,2.624,16.294,7.96,0.5-1.0
-32.47638889,28.37797222,1.5,8331.451,7809.714,7227.586,12105.162,0.183,1.247,0.274,1.461,62.4,9.0,21.0,309.921,1.658,19.574,5.882,1.0-2.0
-32.17105556,26.03319444,0.8,10957.339,9453.57,8261.553,12048.199,0.048,0.181,0.072,1.102,64.9,12.0,27.0,986.741,-0.273,3.248,9.136,0.5-1.0
-28.30227778,26.01527778,1.1,10953.825,9446.521,8392.589,13877.196,0.117,0.465,0.176,1.274,72.2,12.0,28.0,1361.665,-0.248,0.584,7.63,1.0-2.0
-28.58033333,19.96936111,0.1,16186.62,12075.151,9728.35,17340.543,0.034,0.07,0.052,1.071,13.5,10.0,25.0,747.859,-2.725,1.388,4.93,<= 0.5
-33.95144444,18.87133333,1.0,8613.491,7870.83,7163.167,13905.385,0.234,1.259,0.352,1.634,22.0,12.0,23.0,201.069,-0.985,10.251,5.209,0.5-1.0
-32.0545,25.13952778,0.7,9101.535,8266.521,7530.511,12173.006,0.144,0.79,0.216,1.349,54.4,10.0,26.0,1304.479,-1.183,10.065,7.473,0.5-1.0
-32.69127778,19.71258333,0.2,12244.052,10270.767,8592.891,13092.287,0.034,0.1,0.051,1.07,48.0,5.0,19.0,453.746,-0.504,0.615,6.466,<= 0.5
-26.41861111,26.92533333,1.4,9665.081,8552.608,7729.063,12434.722,0.124,0.632,0.186,1.299,152.5,15.0,27.0,1459.388,0.149,4.048,7.042,1.0-2.0
-33.76455556,24.74369444,5.1,8185.397,7728.264,7056.195,12397.867,0.204,1.366,0.306,1.517,17.3,8.0,21.0,71.982,2.613,7.337,3.855,> 4.0
-30.78594444,30.14461111,1.9,9682.934,8653.162,7775.468,12650.018,0.131,0.592,0.197,1.31,154.3,18.0,26.0,578.961,2.144,13.164,6.736,1.0-2.0
-31.79794444,25.89319444,0.9,10907.552,8824.592,7715.4,12690.505,0.076,0.227,0.114,1.165,59.7,11.0,27.0,1243.823,-2.94,1.147,6.33,0.5-1.0
-31.86636111,25.12708333,0.5,11236.717,9410.211,8120.788,13343.462,0.087,0.297,0.131,1.195,47.6,11.0,27.0,1206.435,-2.29,3.238,9.437,<= 0.5
-25.18211111,30.36513889,2.1,10355.185,8926.389,7862.803,13720.017,0.141,0.618,0.212,1.372,30.7,8.0,22.0,1588.465,-1.919,3.481,8.411,2.0-3.0
-28.99469444,25.81216667,0.4,10785.795,9021.771,7883.881,12584.321,0.076,0.253,0.114,1.167,2.7,3.0,23.0,1241.367,-1.571,1.17,6.266,<= 0.5
-24.3685,29.47594444,1.0,9145.401,8348.876,7757.403,12014.786,0.134,0.87,0.202,1.325,3.8,6.0,23.0,979.124,1.326,3.939,6.862,0.5-1.0
-25.71905556,27.10919444,0.9,9277.343,8274.351,7576.136,11877.982,0.123,0.691,0.185,1.288,154.7,17.0,29.0,1235.678,0.62,4.624,4.696,0.5-1.0
-33.15255556,18.96766667,0.5,10154.957,9005.522,7832.555,15533.415,0.211,0.818,0.316,1.549,134.6,8.0,18.0,60.629,0.969,0.821,4.036,<= 0.5
-30.05897222,22.75619444,0.3,11972.827,9767.885,8279.605,13527.325,0.061,0.168,0.091,1.13,22.8,3.0,19.0,1085.845,-2.45,1.181,6.101,<= 0.5
-34.13730556,19.50608333,1.0,10441.581,9169.119,8065.796,14315.12,0.154,0.592,0.231,1.39,126.1,6.0,16.0,347.813,2.358,13.736,4.997,0.5-1.0
-26.60263889,27.90447222,0.4,9808.738,8708.332,7691.359,13089.285,0.141,0.615,0.212,1.347,14.2,8.0,24.0,1492.732,1.828,1.202,6.359,<= 0.5
-27.42477778,26.34036111,0.2,12029.833,9770.884,8076.929,15538.659,0.129,0.429,0.193,1.323,19.4,8.0,26.0,1259.339,-0.649,0.646,7.421,<= 0.5
-27.67011111,23.34066667,0.2,10319.393,8497.5,7504.559,12365.78,0.09,0.292,0.135,1.199,47.8,17.0,31.0,1387.433,-0.434,1.195,6.305,<= 0.5
-27.6025,27.99894444,1.8,9322.146,8515.139,7608.318,14172.033,0.207,1.021,0.31,1.54,17.4,-1.0,18.0,1605.651,-0.231,4.315,6.515,1.0-2.0
-32.75375,27.57116667,1.2,9444.412,8321.965,7496.801,13210.009,0.167,0.722,0.25,1.404,29.6,8.0,21.0,593.306,1.982,16.276,6.83,1.0-2.0
-33.58625,21.74988889,0.3,12038.151,9956.464,8490.054,14487.07,0.092,0.267,0.138,1.204,23.4,6.0,20.0,250.858,0.417,0.977,5.134,<= 0.5
-24.72375,26.70122222,1.0,9319.465,8477.338,7787.893,12630.099,0.15,0.89,0.224,1.38,2.2,4.0,24.0,997.528,-0.293,1.284,5.683,0.5-1.0
-27.94236111,27.10725,0.1,11214.359,9401.58,7997.666,14812.482,0.138,0.499,0.208,1.334,47.8,6.0,22.0,1396.684,-1.626,1.062,6.658,<= 0.5
-31.81802778,26.02441667,0.8,10318.266,8741.004,7808.684,12095.423,0.079,0.299,0.119,1.174,61.6,11.0,27.0,1246.332,0.636,1.24,6.058,0.5-1.0
-24.38205556,29.471,1.1,9345.612,8433.696,7700.037,12558.762,0.146,0.787,0.219,1.359,3.8,6.0,23.0,951.119,1.682,1.149,6.055,1.0-2.0
-27.41838889,27.00636111,1.8,11227.65,9502.797,8355.366,13729.779,0.101,0.375,0.152,1.23,40.9,6.0,23.0,1336.514,-0.612,3.633,7.822,1.0-2.0
-30.25933333,23.75816667,0.7,10567.383,9033.338,7821.079,13404.452,0.118,0.413,0.177,1.276,46.4,17.0,33.0,1111.375,0.371,0.723,7.138,0.5-1.0
-29.98530556,17.55755556,0.2,11963.678,9415.762,8180.631,13271.176,0.052,0.145,0.078,1.111,20.5,12.0,24.0,227.544,1.146,1.35,3.934,<= 0.5
-33.09905556,26.19933333,0.8,9877.103,8605.008,7736.361,11297.46,0.067,0.297,0.101,1.145,7.6,7.0,21.0,434.919,-2.029,3.635,6.694,0.5-1.0
-32.03783333,27.08136111,1.1,10658.863,9081.951,8157.595,13087.866,0.102,0.388,0.153,1.23,15.4,6.0,22.0,999.911,-0.733,3.386,8.299,1.0-2.0
-29.41352778,30.80213889,4.6,9157.858,8435.534,7480.852,14305.498,0.218,1.0,0.328,1.572,137.4,16.0,26.0,957.21,3.123,9.989,7.322,> 4.0
-23.39061111,30.77366667,0.8,10672.158,8981.659,8021.003,12839.894,0.092,0.346,0.139,1.21,5.6,13.0,28.0,437.762,-2.278,1.117,5.362,0.5-1.0
-34.21508333,20.17936111,1.7,10638.816,9460.113,8012.837,15492.592,0.184,0.668,0.276,1.477,60.8,7.0,18.0,309.916,2.71,1.366,4.147,1.0-2.0
-29.24166667,24.92333333,0.4,11137.887,9059.261,7910.746,12903.31,0.073,0.222,0.11,1.159,47.7,17.0,33.0,1187.51,0.433,0.738,7.174,<= 0.5
-28.91083333,30.43380556,1.2,9685.654,8589.46,7789.557,12325.733,0.115,0.565,0.173,1.283,117.2,17.0,29.0,750.651,1.365,3.535,7.499,1.0-2.0
-27.22947222,26.47941667,0.2,11901.966,9688.142,8101.331,16082.366,0.152,0.512,0.228,1.389,20.6,9.0,26.0,1276.033,0.993,1.521,4.153,<= 0.5
-24.54475,29.44519444,0.5,11173.49,9333.291,8211.356,13597.499,0.099,0.342,0.148,1.226,29.8,16.0,31.0,845.063,-1.424,1.55,2.876,<= 0.5
-26.01947222,28.90988889,0.7,9638.625,8691.101,7688.551,14317.459,0.197,0.904,0.295,1.51,36.7,14.0,27.0,1540.477,-0.855,4.17,6.834,0.5-1.0
-28.46927778,29.08883333,2.0,10531.947,9137.133,8124.122,13380.769,0.12,0.509,0.18,1.291,11.4,4.0,20.0,1649.019,2.986,4.673,4.182,1.0-2.0
-33.99252778,24.91866667,1.4,9561.881,8773.738,7649.053,14753.014,0.212,0.897,0.317,1.551,19.9,9.0,20.0,19.088,-2.527,6.712,3.731,1.0-2.0
-27.78952778,20.32511111,0.1,13733.515,10723.832,8848.864,14507.949,0.027,0.064,0.041,1.057,26.2,19.0,36.0,828.128,1.726,0.947,6.391,<= 0.5
-33.47486111,23.03030556,0.9,9433.475,8532.273,7918.344,14144.142,0.19,0.829,0.285,1.517,10.3,5.0,17.0,566.317,1.797,0.985,5.929,0.5-1.0
-29.28755556,23.04905556,0.5,9859.612,8540.138,7667.627,11497.839,0.077,0.325,0.115,1.168,23.6,4.0,20.0,1089.062,2.153,6.986,7.16,<= 0.5
-33.16375,27.52094444,0.3,9764.794,8750.579,7876.954,12915.217,0.139,0.667,0.209,1.326,31.3,10.0,21.0,100.357,1.988,3.289,6.505,<= 0.5
-27.97580556,24.01519444,1.4,11327.852,9757.779,8753.035,13362.661,0.084,0.36,0.126,1.185,39.3,6.0,22.0,1410.826,-3.089,0.403,8.105,1.0-2.0
